X,Y,KOMKODE,KOMNAVN
12.0957829536726,55.2679883060455,0320,Faxe
11.6078669200867,55.8706527809628,0306,Odsherred
12.3649403797801,55.7306382925608,0151,Ballerup
10.6615934340665,56.2703283576062,0706,Syddjurs
10.8048377720487,56.1337506473849,0706,Syddjurs
12.4673170074614,55.6344965554722,0167,Hvidovre
10.3333335500338,55.0427351676995,0430,Faaborg-Midtfyn
10.2633556462239,55.0218579138503,0430,Faaborg-Midtfyn
10.102717406373,55.1333544802209,0430,Faaborg-Midtfyn
10.1179885592244,55.1457213501535,0430,Faaborg-Midtfyn
10.4273776485524,55.2001063927481,0430,Faaborg-Midtfyn
10.1475919236111,55.0484091322457,0430,Faaborg-Midtfyn
10.249638314192,55.0628874929042,0430,Faaborg-Midtfyn
9.46729265204123,55.4699575234134,0621,Kolding
12.2223642393728,56.0489603485589,0270,Gribskov
10.4375281336992,55.9521081288481,0727,Odder
10.1427309648415,55.9306000412451,0727,Odder
10.2405822085319,55.8812936536964,0727,Odder
10.2805566809075,55.9041799066452,0727,Odder
10.5799222599475,57.450729884969,0813,Frederikshavn
10.4544361559809,57.4607633332934,0813,Frederikshavn
10.6051623589046,57.4937395988663,0813,Frederikshavn
10.6252143850001,57.4846170064069,0813,Frederikshavn
12.6370598662102,55.5815287340468,0155,Dragør
9.66812359646696,55.5690431143216,0607,Fredericia
10.6791216859473,55.2986181717427,0450,Nyborg
10.2783781343757,56.7051255003468,0846,Mariagerfjord
9.92031155704475,56.7056565839826,0846,Mariagerfjord
10.271161564583,56.7111146870235,0846,Mariagerfjord
12.0667314575511,55.4517803230127,0259,Køge
10.6099890931885,56.4510200321018,0707,Norddjurs
11.5625229588201,56.7115730398773,0707,Norddjurs
8.54788319515655,55.0173663359233,0550,Tønder
8.88905061037267,55.0629824500104,0550,Tønder
8.477481083546,55.0680377886094,0550,Tønder
12.3513346475072,55.6760096769213,0165,Albertslund
12.5062681124326,56.0362135225102,0217,Helsingør
10.7593884233303,55.9452857766772,0741,Samsø
10.6520880487881,55.8855362666694,0741,Samsø
10.6659970944969,55.8853928660995,0741,Samsø
10.7084236419835,55.9313070863325,0741,Samsø
10.6357284598066,55.8941594018578,0741,Samsø
10.6836311044876,55.9067695856973,0741,Samsø
10.6474903237688,55.9006811973456,0741,Samsø
10.6196856108773,55.9022338104243,0741,Samsø
10.6167164823913,55.906649222803,0741,Samsø
10.6114888921247,55.8831940491793,0741,Samsø
10.6715871764697,55.9321819567328,0741,Samsø
10.6944939860421,55.9275950746872,0741,Samsø
10.2331827180735,56.7076231188537,0730,Randers
10.3243367919421,56.6130181103616,0730,Randers
10.1157559287554,56.461834783824,0730,Randers
10.2158942813401,56.4753718010541,0730,Randers
10.0027148695488,56.5357246825328,0730,Randers
10.0024752950322,56.4567902808971,0730,Randers
10.0219029745109,56.4565822671835,0730,Randers
10.0276402262705,56.4555685998611,0730,Randers
10.028365576862,56.4561385287024,0730,Randers
12.6662809856793,55.7200771516148,0101,København
12.5081393138218,55.6142088955163,0101,København
12.730866223064,55.7037073116002,0101,København
12.6016514516111,55.6573830279131,0101,København
12.6455779377554,55.6567191261496,0101,København
12.5744754257064,55.6823731286033,0101,København
12.6138382963989,55.7025921451187,0101,København
12.4292810501429,55.7336922159526,0163,Herlev
11.3558430196449,55.0315424838305,0360,Lolland
11.5991672689942,54.6458806496324,0360,Lolland
11.0903970161919,54.827140635632,0360,Lolland
11.2941391842596,54.9724093419134,0360,Lolland
11.5076724929931,54.6236739539125,0360,Lolland
11.0190903375961,54.8407159391352,0360,Lolland
11.0563354211373,54.8533922898435,0360,Lolland
11.0580238956467,54.8399750830493,0360,Lolland
11.4484644210687,54.8820826145919,0360,Lolland
11.3111059030149,54.9668467671376,0360,Lolland
11.2687845317975,54.7785328004051,0360,Lolland
11.4180559202263,54.9456728412282,0360,Lolland
11.5410585660318,54.9687843044513,0360,Lolland
11.4936896569567,54.8992011881498,0360,Lolland
11.04503070741,54.928413631768,0360,Lolland
11.6324597589066,54.9067683386741,0376,Guldborgsund
11.6998311884473,54.9440209848101,0376,Guldborgsund
11.9585242481097,54.7636454847396,0376,Guldborgsund
11.696792971275,54.7729217519082,0376,Guldborgsund
11.861380071677,54.7236895750386,0376,Guldborgsund
11.6566020131472,54.6515088819132,0376,Guldborgsund
11.8329496833923,54.7156225823988,0376,Guldborgsund
11.5994301357482,54.6533447079718,0376,Guldborgsund
8.72965181393267,56.8272720806885,0773,Morsø
8.62653656724757,56.6819792302767,0773,Morsø
8.63292346638304,56.6821502880271,0773,Morsø
9.85314167394523,56.0850481945602,0746,Skanderborg
10.0656935464838,55.2757370660093,0420,Assens
9.76923976380447,55.284377483971,0420,Assens
9.81210028779966,55.3117255893228,0420,Assens
9.78669664959611,55.3294666105476,0420,Assens
9.74609933316126,55.2623930033894,0510,Haderslev
9.25148102428498,55.2534169583036,0510,Haderslev
9.71483174786965,55.2886870409379,0510,Haderslev
8.28260902951105,55.9927143459095,0760,Ringkøbing-Skjern
8.36628320800257,55.9036937129726,0760,Ringkøbing-Skjern
8.29088018621867,56.0059792290424,0760,Ringkøbing-Skjern
8.54859086575273,56.0175630450614,0760,Ringkøbing-Skjern
8.16072471934196,55.9082946762308,0760,Ringkøbing-Skjern
8.25842522459287,55.8889796245775,0760,Ringkøbing-Skjern
8.23901124120046,55.8956765304202,0760,Ringkøbing-Skjern
8.17791451554814,55.8401072326239,0760,Ringkøbing-Skjern
8.19428675051518,55.859804031363,0760,Ringkøbing-Skjern
8.18279170170613,55.8517590136519,0760,Ringkøbing-Skjern
8.19869357774011,55.8661302291887,0760,Ringkøbing-Skjern
8.24839826147122,55.8957971782016,0760,Ringkøbing-Skjern
8.27244411818918,55.8821112487043,0760,Ringkøbing-Skjern
8.27133313236635,55.8843929232119,0760,Ringkøbing-Skjern
10.4180438421842,54.9733059112222,0479,Svendborg
10.4665685326307,55.0096294513134,0479,Svendborg
10.8823560627506,55.2165558192799,0479,Svendborg
10.496369994068,54.9730224931699,0479,Svendborg
10.4839839870671,54.9637411753642,0479,Svendborg
10.5232646510107,54.9613338387212,0479,Svendborg
10.5949675000458,55.1245674060662,0479,Svendborg
10.5781297232367,54.9993697596251,0479,Svendborg
10.6820611054418,55.0427085139512,0479,Svendborg
10.6204042792379,55.0589088830159,0479,Svendborg
8.86249448048035,56.1463898492509,0657,Herning
12.2144568682743,55.7608073336061,0240,Egedal
12.4128030420924,55.6835824493652,0161,Glostrup
12.5238775412516,55.6823747936451,0147,Frederiksberg
10.0753619588782,57.4627527872553,0860,Hjørring
9.19597456185379,56.7241344971761,0779,Skive
8.93277839271134,56.645832917067,0779,Skive
9.00180837636135,56.821348090666,0779,Skive
10.7900300042846,55.5130897706076,0440,Kerteminde
10.6287567659722,55.4719043580555,0440,Kerteminde
10.6134078274421,55.589936002487,0440,Kerteminde
10.6095043904238,55.58100996962,0440,Kerteminde
10.4262257628122,54.8966106469215,0492,Ærø
10.4977183255371,54.8877985645316,0492,Ærø
10.4336472563646,54.8805542870936,0492,Ærø
10.3241661826897,54.8937648081419,0492,Ærø
10.5027324177569,54.9321059675092,0492,Ærø
10.480231446166,54.919333563888,0492,Ærø
10.4967746244073,54.9122482424784,0492,Ærø
10.4864395861293,55.5298842453853,0480,Nordfyns
10.461237392067,55.4721981845409,0480,Nordfyns
10.4598100936958,55.477664516965,0480,Nordfyns
10.2992552206838,55.6106129797679,0480,Nordfyns
10.2017246444869,55.6005534556334,0480,Nordfyns
10.099435613411,55.5805825667768,0480,Nordfyns
10.2369904827107,55.514014536106,0480,Nordfyns
10.1816109696046,55.6261360195183,0480,Nordfyns
10.1725975750886,55.6017571666885,0480,Nordfyns
8.70887698573932,56.3941958470126,0661,Holstebro
8.12372600915261,56.376649025605,0661,Holstebro
8.18229865389467,56.3402340138217,0661,Holstebro
8.24703755851696,56.3274089204889,0661,Holstebro
8.24217745429399,56.3247302343707,0661,Holstebro
10.9602383081373,57.2108596930823,0825,Læsø
11.1762809202565,57.2804909129747,0825,Læsø
10.9300781264406,57.3613732902643,0825,Læsø
10.9909387738671,57.2069903169201,0825,Læsø
11.0036333126722,57.2108067233161,0825,Læsø
10.8754315078163,57.2516903842061,0825,Læsø
10.9000647076729,57.2432965959661,0825,Læsø
11.0170129011081,57.2068583288189,0825,Læsø
11.1895011289749,57.2902648303516,0825,Læsø
10.9931579142611,57.2719965649929,0825,Læsø
10.9528027326593,57.218208288903,0825,Læsø
10.9861116887119,57.2150767022831,0825,Læsø
10.9733448850409,57.2173802371478,0825,Læsø
11.017563422604,57.2146155361717,0825,Læsø
8.99774331454927,55.7433287092697,0530,Billund
11.8977794610455,55.6358212271515,0350,Lejre
11.7974135951143,55.6635570359617,0350,Lejre
10.1953780728654,57.2037881228254,0810,Brønderslev
12.4842014438901,55.837240868551,0230,Rudersdal
9.92931060329855,56.3213977129081,0710,Favrskov
11.58033649215,55.6543262280878,0316,Holbæk
11.8116370491239,55.7801937843075,0316,Holbæk
11.8146665770296,55.7423022004022,0316,Holbæk
11.8339373541756,55.7458054000198,0316,Holbæk
9.26160606597,56.0525133039112,0756,Ikast-Brande
12.2412297938496,55.5891225826332,0253,Greve
10.0007144921052,56.8122880036723,0840,Rebild
11.1499585452055,55.1566662886721,0330,Slagelse
10.9685056766165,55.3333519065971,0330,Slagelse
11.3519032736272,55.3474395432305,0330,Slagelse
11.1846087822195,55.2153392834364,0330,Slagelse
11.4811679391957,55.1964438125021,0330,Slagelse
11.4571606513709,55.2034804193655,0330,Slagelse
12.3385580347963,55.8561598524877,0201,Allerød
11.555223973315,55.4773668405558,0340,Sorø
9.0305573495067,55.457020207695,0575,Vejen
12.4480977618614,55.6908878303909,0175,Rødovre
12.337679499507,55.6159105861589,0183,Ishøj
12.5463736429223,55.7506107421387,0157,Gentofte
11.7087106339038,55.2615870855682,0370,Næstved
11.7088161088984,55.1869979965648,0370,Næstved
11.6804380585992,55.1605935099788,0370,Næstved
11.7187507367004,55.1329301028968,0370,Næstved
11.683148660865,55.1903009007324,0370,Næstved
11.6596826527537,55.1776937366251,0370,Næstved
10.3538555462346,55.3842152601646,0461,Odense
8.42558016976484,55.4043887979806,0563,Fanø
8.47788984609836,55.3474138371762,0563,Fanø
9.35237039475572,55.7624486839923,0630,Vejle
12.5046378291941,55.7841078492121,0173,Lyngby-Taarbæk
